1495460660 00001338B64445208F0C720EBFF9E271 23.31
1495460667 00001338B64445208F0C720EBFF9E271 23.31
1495460687 00001338B64445208F0C720EBFF9E271 23.37
1495460718 00001338B64445208F0C720EBFF9E271 23.25
1495460750 00001338B64445208F0C720EBFF9E271 23.25
1495460757 00001338B64445208F0C720EBFF9E271 23.25
1495460810 00001338B64445208F0C720EBFF9E271 22.93
1495460817 00001338B64445208F0C720EBFF9E271 22.93
1495460845 00001338B64445208F0C720EBFF9E271 22.81
1495460870 00001338B64445208F0C720EBFF9E271 22.75
1495460878 00001338B64445208F0C720EBFF9E271 22.75
1495460898 00001338B64445208F0C720EBFF9E271 22.75
1495460905 00001338B64445208F0C720EBFF9E271 22.75
1495460958 00001338B64445208F0C720EBFF9E271 22.68
1495460966 00001338B64445208F0C720EBFF9E271 22.68
1495460998 00001338B64445208F0C720EBFF9E271 22.62
1495461023 00001338B64445208F0C720EBFF9E271 22.62
1495461081 00001338B64445208F0C720EBFF9E271 22.62
1495461088 00001338B64445208F0C720EBFF9E271 22.62
1495461109 00001338B64445208F0C720EBFF9E271 22.62
1495461141 00001338B64445208F0C720EBFF9E271 22.62
1495461169 00001338B64445208F0C720EBFF9E271 22.62
1495461201 00001338B64445208F0C720EBFF9E271 22.56
1495461208 00001338B64445208F0C720EBFF9E271 22.56
1495461229 00001338B64445208F0C720EBFF9E271 22.56
1495461291 00001338B64445208F0C720EBFF9E271 22.62
1495461298 00001338B64445208F0C720EBFF9E271 22.62
1495461326 00001338B64445208F0C720EBFF9E271 22.62
1495461351 00001338B64445208F0C720EBFF9E271 22.56
1495461441 00001338B64445208F0C720EBFF9E271 22.56
1495461448 00001338B64445208F0C720EBFF9E271 22.56
1495461469 00001338B64445208F0C720EBFF9E271 22.56
1495461536 00001338B64445208F0C720EBFF9E271 22.62
1495461562 00001338B64445208F0C720EBFF9E271 22.62
1495461569 00001338B64445208F0C720EBFF9E271 22.62
1495461594 00001338B64445208F0C720EBFF9E271 22.62
1495461652 00001338B64445208F0C720EBFF9E271 22.56
1495461684 00001338B64445208F0C720EBFF9E271 22.56
1495461691 00001338B64445208F0C720EBFF9E271 22.56
1495461712 00001338B64445208F0C720EBFF9E271 22.56
1495461740 00001338B64445208F0C720EBFF9E271 22.56
1495461839 00001338B64445208F0C720EBFF9E271 22.56
1495461860 00001338B64445208F0C720EBFF9E271 22.56
1495461899 00001338B64445208F0C720EBFF9E271 22.56
1495461953 00001338B64445208F0C720EBFF9E271 22.62
1495461982 00001338B64445208F0C720EBFF9E271 22.56
1495461989 00001338B64445208F0C720EBFF9E271 22.56
1495462015 00001338B64445208F0C720EBFF9E271 22.62
1495462040 00001338B64445208F0C720EBFF9E271 22.56
1495462047 00001338B64445208F0C720EBFF9E271 22.56
1495462072 00001338B64445208F0C720EBFF9E271 22.56
1495462080 00001338B64445208F0C720EBFF9E271 22.56
1495462110 00001338B64445208F0C720EBFF9E271 22.56
1495462131 00001338B64445208F0C720EBFF9E271 22.56
